"date","discharge"
2017-07-13,62.6
2017-07-14,68.1
2017-07-15,60.1
2017-07-16,36.6
2017-07-17,65.3
2017-07-18,67
2017-07-19,50.8
2017-07-20,45.1
2017-07-21,49.9
2017-07-22,32.8
2017-07-23,22.5
2017-07-24,54.4
2017-07-25,58.4
2017-07-26,45.4
2017-07-27,38.8
2017-07-28,53.7
2017-07-29,42.9
2017-07-30,30.2
2017-07-31,29.5
2017-08-01,28.4
2017-08-02,25.8
2017-08-03,21.6
2017-08-04,48.1
2017-08-05,41.5
2017-08-06,23.2
2017-08-07,22
2017-08-08,40.2
2017-08-09,32.3
2017-08-10,30.1
2017-08-11,30.5
2017-08-12,29.4
2017-08-13,24.5
2017-08-14,24.3
2017-08-15,23.4
2017-08-16,26.8
2017-08-17,22.6
2017-08-18,21.8
2017-08-19,20.8
2017-08-20,95.5
2017-08-21,246
2017-08-22,92.9
2017-08-23,83.7
2017-08-24,38.2
2017-08-25,43.1
2017-08-26,35.9
2017-08-27,26.9
2017-08-28,41.4
2017-08-29,39
2017-08-30,60.1
2017-08-31,56.3
2017-09-01,27.6
2017-09-02,27.5
2017-09-03,21.5
2017-09-04,29.7
2017-09-05,56.7
2017-09-06,36.8
2017-09-07,40.3
2017-09-08,93.4
2017-09-09,53
2017-09-10,36.9
2017-09-11,52.5
2017-09-12,42.4
2017-09-13,67.4
2017-09-14,110
2017-09-15,103
2017-09-16,94.8
2017-09-17,95
2017-09-18,81.6
2017-09-19,110
2017-09-20,119
2017-09-21,318
2017-09-22,750
2017-09-23,573
2017-09-24,450
2017-09-25,224
2017-09-26,205
2017-09-27,165
2017-09-28,155
2017-09-29,125
2017-09-30,97.6
2017-10-01,43.7
2017-10-02,92.6
2017-10-03,78.1
2017-10-04,98.4
2017-10-05,87.6
2017-10-06,80.9
2017-10-07,48.2
2017-10-08,41.9
2017-10-09,70.2
2017-10-10,89.9
2017-10-11,68.8
2017-10-12,80.2
2017-10-13,51.9
2017-10-14,61.7
2017-10-15,30.4
2017-10-16,46.7
2017-10-17,51.6
2017-10-18,50.5
2017-10-19,43.4
2017-10-20,55.4
2017-10-21,34.3
2017-10-22,33.5
2017-10-23,79.3
2017-10-24,195
2017-10-25,151
2017-10-26,129
2017-10-27,143
2017-10-28,164
2017-10-29,194
2017-10-30,270
2017-10-31,244
2017-11-01,198
2017-11-02,170
2017-11-03,164
2017-11-04,169
2017-11-05,129
2017-11-06,96.8
2017-11-07,127
2017-11-08,134
2017-11-09,135
2017-11-10,137
2017-11-11,137
2017-11-12,73
2017-11-13,68.4
2017-11-14,75.8
2017-11-15,89.3
2017-11-16,94.5
2017-11-17,88.8
2017-11-18,103
2017-11-19,80.3
2017-11-20,101
2017-11-21,86.1
2017-11-22,101
2017-11-23,115
2017-11-24,104
2017-11-25,104
2017-11-26,98.9
2017-11-27,85.6
2017-11-28,136
2017-11-29,146
2017-11-30,109
2017-12-01,103
2017-12-02,80.9
2017-12-03,85.1
2017-12-04,90.1
2017-12-05,104
2017-12-06,91.1
2017-12-07,97.5
2017-12-08,107
2017-12-09,106
2017-12-10,80.7
2017-12-11,63.2
2017-12-12,87.4
2017-12-13,75
2017-12-14,79.9
2017-12-15,84.8
2017-12-16,114
2017-12-17,74.9
2017-12-18,108
2017-12-19,107
2017-12-20,75.1
2017-12-21,63.5
2017-12-22,77.2
2017-12-23,90.3
2017-12-24,58.3
2017-12-25,91.2
2017-12-26,106
2017-12-27,122
2017-12-28,127
2017-12-29,111
2017-12-30,102
2017-12-31,85.4
2018-01-01,52.8
2018-01-02,109
2018-01-03,115
2018-01-04,115
2018-01-05,127
2018-01-06,109
2018-01-07,77.6
2018-01-08,97.3
2018-01-09,66.5
2018-01-10,53.4
2018-01-11,122
2018-01-12,107
2018-01-13,52.9
2018-01-14,38
2018-01-15,73
2018-01-16,40.9
2018-01-17,96.5
2018-01-18,70.7
2018-01-19,84.9
2018-01-20,60
2018-01-21,23.6
2018-01-22,79.6
2018-01-23,65.1
2018-01-24,45.3
2018-01-25,36.3
2018-01-26,92.7
2018-01-27,84.4
2018-01-28,37
2018-01-29,31.6
2018-01-30,26
2018-01-31,41.8
2018-02-01,68.3
2018-02-02,97.1
2018-02-03,35.1
2018-02-04,31.8
2018-02-05,55.8
2018-02-06,47
2018-02-07,52.3
2018-02-08,61.8
2018-02-09,62
2018-02-10,47
2018-02-11,32.8
2018-02-12,29.7
2018-02-13,46
2018-02-14,52.5
2018-02-15,60.5
2018-02-16,32.8
2018-02-17,24.9
2018-02-18,22.2
2018-02-19,25.5
2018-02-20,29.8
2018-02-21,29.8
2018-02-22,30.4
2018-02-23,55.6
2018-02-24,28.6
2018-02-25,28.6
2018-02-26,30.6
2018-02-27,33.2
2018-02-28,31.9
2018-03-01,63.3
2018-03-02,38.5
2018-03-03,23.6
2018-03-04,22.7
2018-03-05,32.8
2018-03-06,85.1
2018-03-07,103
2018-03-08,59.1
2018-03-09,58.9
2018-03-10,72.8
2018-03-11,50.7
2018-03-12,71.4
2018-03-13,138
2018-03-14,190
2018-03-15,158
2018-03-16,117
2018-03-17,95.3
2018-03-18,62.9
2018-03-19,112
2018-03-20,111
2018-03-21,83.5
2018-03-22,60.5
2018-03-23,82.9
2018-03-24,72.7
2018-03-25,53.9
2018-03-26,84.5
2018-03-27,101
2018-03-28,78.3
2018-03-29,34.5
2018-03-30,43.9
2018-03-31,50.8
2018-04-01,30.4
2018-04-02,112
2018-04-03,157
2018-04-04,98.3
2018-04-05,113
2018-04-06,80.7
2018-04-07,118
2018-04-08,67.9
2018-04-09,124
2018-04-10,131
2018-04-11,118
2018-04-12,121
2018-04-13,99.1
2018-04-14,50.8
2018-04-15,51.1
2018-04-16,80.6
2018-04-17,96.8
2018-04-18,37.4
2018-04-19,63.5
2018-04-20,68.1
2018-04-21,72.7
2018-04-22,53.1
2018-04-23,73.4
2018-04-24,61.6
2018-04-25,54.1
2018-04-26,113
2018-04-27,103
2018-04-28,65.2
2018-04-29,81.4
2018-04-30,63.6
2018-05-01,36.7
2018-05-02,71
2018-05-03,60.1
2018-05-04,47.1
2018-05-05,56.1
2018-05-06,66.9
2018-05-07,75.9
2018-05-08,80.6
2018-05-09,99.7
2018-05-10,89.4
2018-05-11,89.5
2018-05-12,77.9
2018-05-13,72.2
2018-05-14,48.6
2018-05-15,63.2
2018-05-16,54.6
2018-05-17,44.7
2018-05-18,48.5
2018-05-19,45.9
2018-05-20,60.6
2018-05-21,52.9
2018-05-22,52.9
2018-05-23,62
2018-05-24,64.3
2018-05-25,65
2018-05-26,80.8
2018-05-27,61.9
2018-05-28,69.8
2018-05-29,77.7
2018-05-30,60.9
2018-05-31,38.5
2018-06-01,45.9
2018-06-02,43.4
2018-06-03,39.4
2018-06-04,47.7
2018-06-05,55.7
2018-06-06,52.9
2018-06-07,34.3
2018-06-08,76.8
2018-06-09,50.1
2018-06-10,28.1
2018-06-11,40
2018-06-12,42.3
2018-06-13,50.9
2018-06-14,61.2
2018-06-15,61.1
2018-06-16,82.1
2018-06-17,49.9
2018-06-18,69.5
2018-06-19,57.4
2018-06-20,48.6
2018-06-21,62.3
2018-06-22,36.6
2018-06-23,31.2
2018-06-24,56.3
2018-06-25,75.8
2018-06-26,104
2018-06-27,56.6
2018-06-28,114
2018-06-29,244
2018-06-30,171
2018-07-01,65.5
2018-07-02,65.6
2018-07-03,78.4
2018-07-04,60.7
2018-07-05,53.6
2018-07-06,44.5
2018-07-07,45.5
2018-07-08,53.4
2018-07-09,65.9
2018-07-10,57.1
2018-07-11,33.8
2018-07-12,81.3
2018-07-13,52.5
2018-07-14,37.9
2018-07-15,29
2018-07-16,72.1
2018-07-17,46.9
2018-07-18,140
2018-07-19,1030
2018-07-20,1000
2018-07-21,701
2018-07-22,417
2018-07-23,305
2018-07-24,191
2018-07-25,201
2018-07-26,131
2018-07-27,103
2018-07-28,87.1
2018-07-29,94.1
2018-07-30,91.1
2018-07-31,110
2018-08-01,101
2018-08-02,96.2
2018-08-03,70.2
2018-08-04,80.6
2018-08-05,52.2
2018-08-06,84.5
2018-08-07,64.1
2018-08-08,74.4
2018-08-09,70.9
2018-08-10,72.2
2018-08-11,53.7
2018-08-12,77
2018-08-13,98.3
2018-08-14,60.9
2018-08-15,97.8
2018-08-16,118
2018-08-17,101
2018-08-18,81.9
2018-08-19,49.7
2018-08-20,31.7
2018-08-21,42.7
2018-08-22,85.6
2018-08-23,65.8
2018-08-24,45.8
2018-08-25,25.1
2018-08-26,43.6
2018-08-27,44.7
2018-08-28,46.4
2018-08-29,48.8
2018-08-30,32.6
2018-08-31,35.4
2018-09-01,42
2018-09-02,31.8
2018-09-03,46.1
2018-09-04,40
2018-09-05,46.9
2018-09-06,39.5
2018-09-07,32.3
2018-09-08,32.5
2018-09-09,24
2018-09-10,22.9
2018-09-11,42.5
2018-09-12,48.7
2018-09-13,45.7
2018-09-14,40.4
2018-09-15,41.3
2018-09-16,22.9
2018-09-17,22.9
2018-09-18,32
2018-09-19,39.5
2018-09-20,42.5
2018-09-21,37
2018-09-22,23.8
2018-09-23,22.6
2018-09-24,22.3
2018-09-25,22.2
2018-09-26,22.2
2018-09-27,22.1
2018-09-28,22
2018-09-29,21.1
2018-09-30,22.9
2018-10-01,49.4
2018-10-02,34.1
2018-10-03,22.8
2018-10-04,29.1
2018-10-05,37.3
2018-10-06,30.1
2018-10-07,30.2
2018-10-08,30.3
2018-10-09,33
2018-10-10,54.5
2018-10-11,33.8
2018-10-12,22.2
2018-10-13,21.6
2018-10-14,21.5
2018-10-15,21.5
2018-10-16,38.4
2018-10-17,49.5
2018-10-18,46
2018-10-19,49.2
2018-10-20,39.3
2018-10-21,22.6
2018-10-22,33.1
2018-10-23,31.7
2018-10-24,23.5
2018-10-25,23.2
2018-10-26,27.7
2018-10-27,30.5
2018-10-28,36.5
2018-10-29,31.6
2018-10-30,41
2018-10-31,30.9
2018-11-01,30.5
2018-11-02,30.9
2018-11-03,41.4
2018-11-04,37.3
2018-11-05,22.7
2018-11-06,24.3
2018-11-07,22.6
2018-11-08,26.8
2018-11-09,47.3
2018-11-10,43.3
2018-11-11,30
2018-11-12,21.8
2018-11-13,21.5
2018-11-14,21.7
2018-11-15,22
2018-11-16,22.5
2018-11-17,28.5
2018-11-18,25.9
2018-11-19,22.4
2018-11-20,22.1
2018-11-21,22.1
2018-11-22,22
2018-11-23,22.6
2018-11-24,22.4
2018-11-25,22.1
2018-11-26,22.4
2018-11-27,22.4
2018-11-28,23.7
2018-11-29,33.4
2018-11-30,22.5
2018-12-01,22.4
2018-12-02,22.3
2018-12-03,22.1
2018-12-04,22.1
2018-12-05,22.1
2018-12-06,22
2018-12-07,21.7
2018-12-08,22.1
2018-12-09,22.1
2018-12-10,22.5
2018-12-11,22.6
2018-12-12,22.2
2018-12-13,22
2018-12-14,27.5
2018-12-15,32.3
2018-12-16,22.6
2018-12-17,21.9
2018-12-18,21.9
2018-12-19,22.7
2018-12-20,22.3
2018-12-21,27.4
2018-12-22,22.2
2018-12-23,26
2018-12-24,38
2018-12-25,42.6
2018-12-26,31.7
2018-12-27,34.5
2018-12-28,59.8
2018-12-29,57.9
2018-12-30,31.9
2018-12-31,51.8
2019-01-01,47.3
2019-01-02,35.7
2019-01-03,52.7
2019-01-04,52.7
2019-01-05,42.7
2019-01-06,31.9
2019-01-07,63.7
2019-01-08,67.5
2019-01-09,72.6
2019-01-10,55
2019-01-11,56.8
2019-01-12,47.3
2019-01-13,32.1
2019-01-14,52.7
2019-01-15,68.4
2019-01-16,71.9
2019-01-17,80.3
2019-01-18,53.8
2019-01-19,47.5
2019-01-20,50.9
2019-01-21,61.1
2019-01-22,66
2019-01-23,46.5
2019-01-24,34.4
2019-01-25,43.1
2019-01-26,52.2
2019-01-27,30.3
2019-01-28,43.9
2019-01-29,65.2
2019-01-30,51.6
2019-01-31,63.6
2019-02-01,73.9
2019-02-02,42.7
2019-02-03,39.1
2019-02-04,101
2019-02-05,116
2019-02-06,83.4
2019-02-07,99
2019-02-08,98
2019-02-09,52.1
2019-02-10,40.5
2019-02-11,53.8
2019-02-12,37
2019-02-13,55.7
2019-02-14,69.3
2019-02-15,74.2
2019-02-16,61.1
2019-02-17,48.7
2019-02-18,46.4
2019-02-19,59.1
2019-02-20,70.8
2019-02-21,96.1
2019-02-22,111
2019-02-23,102
2019-02-24,87.6
2019-02-25,105
2019-02-26,47.9
2019-02-27,40.9
2019-02-28,53.1
2019-03-01,101
2019-03-02,110
2019-03-03,126
2019-03-04,90.5
2019-03-05,84.4
2019-03-06,68.5
2019-03-07,119
2019-03-08,107
2019-03-09,112
2019-03-10,100
2019-03-11,122
2019-03-12,125
2019-03-13,125
2019-03-14,114
2019-03-15,101
2019-03-16,65.8
2019-03-17,68
2019-03-18,70.8
2019-03-19,92.9
2019-03-20,84.2
2019-03-21,92
2019-03-22,112
2019-03-23,74.7
2019-03-24,48.5
2019-03-25,76.8
2019-03-26,89.4
2019-03-27,99.2
2019-03-28,92.9
2019-03-29,102
2019-03-30,66
2019-03-31,63.9
2019-04-01,83.8
2019-04-02,63
2019-04-03,54.4
2019-04-04,67
2019-04-05,58
2019-04-06,63.7
2019-04-07,55.9
2019-04-08,58.1
2019-04-09,70.8
2019-04-10,86.2
2019-04-11,50.6
2019-04-12,89.4
2019-04-13,50.7
2019-04-14,45.5
2019-04-15,82.7
2019-04-16,67.9
2019-04-17,65.6
2019-04-18,81.7
2019-04-19,71.8
2019-04-20,45.9
2019-04-21,29.9
2019-04-22,30.9
2019-04-23,46.3
2019-04-24,51.8
2019-04-25,75.6
2019-04-26,113
2019-04-27,57.4
2019-04-28,82.3
2019-04-29,282
2019-04-30,278
2019-05-01,206
2019-05-02,168
2019-05-03,248
2019-05-04,190
2019-05-05,182
2019-05-06,213
2019-05-07,195
2019-05-08,129
2019-05-09,74.3
2019-05-10,109
2019-05-11,94.9
2019-05-12,91.3
2019-05-13,93.6
2019-05-14,112
2019-05-15,195
2019-05-16,284
2019-05-17,269
2019-05-18,211
2019-05-19,186
2019-05-20,145
2019-05-21,124
2019-05-22,291
2019-05-23,673
2019-05-24,793
2019-05-25,589
2019-05-26,331
2019-05-27,287
2019-05-28,248
2019-05-29,165
2019-05-30,146
2019-05-31,216
2019-06-01,257
2019-06-02,216
2019-06-03,159
2019-06-04,144
2019-06-05,142
2019-06-06,139
2019-06-07,137
2019-06-08,121
2019-06-09,97.3
2019-06-10,85.3
2019-06-11,91.8
2019-06-12,92.5
2019-06-13,69.1
2019-06-14,106
2019-06-15,89.2
2019-06-16,65
2019-06-17,68.2
2019-06-18,88.2
2019-06-19,87
2019-06-20,106
2019-06-21,104
2019-06-22,76.3
2019-06-23,68.8
2019-06-24,88.6
2019-06-25,76.8
2019-06-26,101
2019-06-27,69.9
2019-06-28,51.3
2019-06-29,53.4
2019-06-30,43.5
2019-07-01,57.3
2019-07-02,66.6
2019-07-03,55.3
2019-07-04,42.5
2019-07-05,63.5
2019-07-06,44.4
2019-07-07,33.1
2019-07-08,44.7
2019-07-09,33.1
2019-07-10,35.4
2019-07-11,36.4
2019-07-12,44.1
2019-07-13,33.4
2019-07-14,33.2
2019-07-15,33.1
2019-07-16,32.8
2019-07-17,33.4
2019-07-18,40
2019-07-19,50.4
2019-07-20,36.7
2019-07-21,37.4
2019-07-22,39.2
2019-07-23,44.5
2019-07-24,57.7
2019-07-25,57
2019-07-26,50.6
2019-07-27,36.5
2019-07-28,32.7
2019-07-29,33.6
2019-07-30,33
2019-07-31,39.6
2019-08-01,36.2
2019-08-02,43
2019-08-03,45.9
2019-08-04,33.1
2019-08-05,32.8
2019-08-06,34.5
2019-08-07,33.5
2019-08-08,34.2
2019-08-09,32.9
2019-08-10,32.9
2019-08-11,34.3
2019-08-12,57.6
2019-08-13,72.1
2019-08-14,95.2
2019-08-15,118
2019-08-16,103
2019-08-17,118
2019-08-18,66.9
2019-08-19,62.5
2019-08-20,43.7
2019-08-21,46.3
2019-08-22,44.6
2019-08-23,40.9
2019-08-24,46.3
2019-08-25,47.6
2019-08-26,53.5
2019-08-27,48.7
2019-08-28,40.5
2019-08-29,34.4
2019-08-30,46.7
2019-08-31,51
2019-09-01,51.1
2019-09-02,59.6
2019-09-03,74.9
2019-09-04,69.4
2019-09-05,55.5
2019-09-06,33.2
2019-09-07,41.4
2019-09-08,34.7
2019-09-09,46.3
2019-09-10,42.4
2019-09-11,46.5
2019-09-12,59.6
2019-09-13,53.2
2019-09-14,32.1
2019-09-15,31.1
2019-09-16,35.4
2019-09-17,31.6
2019-09-18,27.5
2019-09-19,38.8
2019-09-20,40.6
2019-09-21,27.6
2019-09-22,24.5
2019-09-23,40.1
2019-09-24,32.1
2019-09-25,29.4
2019-09-26,22.5
2019-09-27,22.3
2019-09-28,27.9
2019-09-29,25.4
2019-09-30,28.3
2019-10-01,30.3
2019-10-02,30.5
2019-10-03,28.8
2019-10-04,27.3
2019-10-05,45.2
2019-10-06,40.4
2019-10-07,45.7
2019-10-08,59.4
2019-10-09,59.6
2019-10-10,56.1
2019-10-11,51.3
2019-10-12,45.4
2019-10-13,53
2019-10-14,45.6
2019-10-15,52.1
2019-10-16,59
2019-10-17,50.5
2019-10-18,30
2019-10-19,36.4
2019-10-20,30.9
2019-10-21,30.2
2019-10-22,29.7
2019-10-23,29
2019-10-24,29
2019-10-25,30
2019-10-26,30.4
2019-10-27,30.3
2019-10-28,26.7
2019-10-29,29.7
2019-10-30,29
2019-10-31,29.1
2019-11-01,22.4
2019-11-02,22
2019-11-03,21.5
2019-11-04,21.8
2019-11-05,22.6
2019-11-06,28.9
2019-11-07,41.3
2019-11-08,35.8
2019-11-09,53.7
2019-11-10,39.9
2019-11-11,82.2
2019-11-12,124
2019-11-13,98
2019-11-14,91.6
2019-11-15,118
2019-11-16,92.1
2019-11-17,101
2019-11-18,115
2019-11-19,66.1
2019-11-20,54.6
2019-11-21,62.8
2019-11-22,64.1
2019-11-23,62.6
2019-11-24,64.3
2019-11-25,56.8
2019-11-26,29.5
2019-11-27,34.2
2019-11-28,37.8
2019-11-29,34.2
2019-11-30,50.7
2019-12-01,62.6
2019-12-02,60.5
2019-12-03,61.7
2019-12-04,47
2019-12-05,32.8
2019-12-06,32.3
2019-12-07,24.8
2019-12-08,24.6
2019-12-09,24
2019-12-10,22.9
2019-12-11,23.1
2019-12-12,30.1
2019-12-13,32.5
2019-12-14,26.7
2019-12-15,24.3
2019-12-16,28
2019-12-17,32.6
2019-12-18,31.7
2019-12-19,37.1
2019-12-20,33.5
2019-12-21,30.6
2019-12-22,34.2
2019-12-23,83.1
2019-12-24,201
2019-12-25,175
2019-12-26,120
2019-12-27,123
2019-12-28,72.9
2019-12-29,66.2
2019-12-30,60.4
2019-12-31,50.4
2020-01-01,50.3
2020-01-02,43.1
2020-01-03,57.6
2020-01-04,53
2020-01-05,37.3
2020-01-06,40.9
2020-01-07,47.4
2020-01-08,46.2
2020-01-09,46.6
2020-01-10,44.8
2020-01-11,44.3
2020-01-12,30.9
2020-01-13,63.5
2020-01-14,60.1
2020-01-15,45
2020-01-16,49.2
2020-01-17,55.7
2020-01-18,35.7
2020-01-19,31.9
2020-01-20,64.8
2020-01-21,50.3
2020-01-22,31.7
2020-01-23,47.8
2020-01-24,35.2
2020-01-25,32.1
2020-01-26,38.5
2020-01-27,45
2020-01-28,32.9
2020-01-29,32.6
2020-01-30,33.2
2020-01-31,32.9
2020-02-01,45.3
2020-02-02,33.2
2020-02-03,62
2020-02-04,170
2020-02-05,276
2020-02-06,198
2020-02-07,130
2020-02-08,124
2020-02-09,86.7
2020-02-10,53.8
2020-02-11,63.7
2020-02-12,79.2
2020-02-13,70.4
2020-02-14,97.3
2020-02-15,84.6
2020-02-16,36.4
2020-02-17,65.5
2020-02-18,68.7
2020-02-19,87.1
2020-02-20,121
2020-02-21,119
2020-02-22,117
2020-02-23,104
2020-02-24,153
2020-02-25,253
2020-02-26,237
2020-02-27,187
2020-02-28,192
2020-02-29,169
2020-03-01,103
2020-03-02,109
2020-03-03,111
2020-03-04,84.1
2020-03-05,104
2020-03-06,105
2020-03-07,115
2020-03-08,97.5
2020-03-09,102
2020-03-10,88.4
2020-03-11,39.8
2020-03-12,63.5
2020-03-13,75
2020-03-14,95.8
2020-03-15,81.8
2020-03-16,57.5
2020-03-17,67
2020-03-18,60.9
2020-03-19,61.6
2020-03-20,92.7
2020-03-21,64.4
2020-03-22,62.7
2020-03-23,62.4
2020-03-24,55.4
2020-03-25,52.9
2020-03-26,49.4
2020-03-27,58.7
2020-03-28,67.7
2020-03-29,57.5
2020-03-30,67.9
2020-03-31,67.3
2020-04-01,55.1
2020-04-02,42
2020-04-03,67.3
2020-04-04,51.6
2020-04-05,60.7
2020-04-06,59.6
2020-04-07,44.3
2020-04-08,75.1
2020-04-09,74
2020-04-10,78.7
2020-04-11,56.3
2020-04-12,35.8
2020-04-13,32.3
2020-04-14,43
2020-04-15,40
2020-04-16,40.1
2020-04-17,57.5
2020-04-18,45.8
2020-04-19,35.9
2020-04-20,50.7
2020-04-21,39.2
2020-04-22,30.9
2020-04-23,30.7
2020-04-24,30.5
2020-04-25,30.9
2020-04-26,31
2020-04-27,43.1
2020-04-28,46.7
2020-04-29,30.8
2020-04-30,48.1
2020-05-01,31
2020-05-02,27.2
2020-05-03,24.1
2020-05-04,55.7
2020-05-05,63.2
2020-05-06,57.8
2020-05-07,84
2020-05-08,96.6
2020-05-09,65.6
2020-05-10,62.9
2020-05-11,52.9
2020-05-12,47
2020-05-13,54.4
2020-05-14,64
2020-05-15,54
2020-05-16,57
2020-05-17,53.9
2020-05-18,54.3
2020-05-19,43.2
2020-05-20,45.9
2020-05-21,31.6
2020-05-22,49.9
2020-05-23,32
2020-05-24,32.1
2020-05-25,46.1
2020-05-26,49.9
2020-05-27,65.9
2020-05-28,82.3
2020-05-29,90.6
2020-05-30,98.4
2020-05-31,188
2020-06-01,355
2020-06-02,330
2020-06-03,278
2020-06-04,185
2020-06-05,92.8
2020-06-06,71
2020-06-07,71.2
2020-06-08,157
2020-06-09,143
2020-06-10,125
2020-06-11,93.3
2020-06-12,142
2020-06-13,151
2020-06-14,94
2020-06-15,93.2
2020-06-16,111
2020-06-17,79.3
2020-06-18,90.7
2020-06-19,121
2020-06-20,176
2020-06-21,305
2020-06-22,448
2020-06-23,801
2020-06-24,756
2020-06-25,412
2020-06-26,272
2020-06-27,222
2020-06-28,184
2020-06-29,174
2020-06-30,173
2020-07-01,162
2020-07-02,158
2020-07-03,160
2020-07-04,132
2020-07-05,141
2020-07-06,126
2020-07-07,76.6
2020-07-08,69.5
2020-07-09,96.6
2020-07-10,114
2020-07-11,67.8
2020-07-12,62.3
2020-07-13,69.1
2020-07-14,88.4
2020-07-15,78
2020-07-16,90.9
2020-07-17,86.6
2020-07-18,104
2020-07-19,157
2020-07-20,169
2020-07-21,156
2020-07-22,117
2020-07-23,78.1
2020-07-24,104
2020-07-25,78.2
2020-07-26,38.9
2020-07-27,89
2020-07-28,67.5
2020-07-29,59.9
2020-07-30,50.3
2020-07-31,61.6
2020-08-01,53.5
2020-08-02,33.2
2020-08-03,67.3
2020-08-04,60
2020-08-05,58.7
2020-08-06,52.2
2020-08-07,54.7
2020-08-08,61.3
2020-08-09,40.6
2020-08-10,57.9
2020-08-11,47.9
2020-08-12,47.2
2020-08-13,39.8
2020-08-14,32.6
2020-08-15,33.1
2020-08-16,24.3
2020-08-17,30.5
2020-08-18,35.6
2020-08-19,36.2
2020-08-20,50.4
2020-08-21,46.4
2020-08-22,41
2020-08-23,34.4
2020-08-24,62.3
2020-08-25,72.7
2020-08-26,60.3
2020-08-27,49.1
2020-08-28,74.9
2020-08-29,47.5
2020-08-30,47.4
2020-08-31,47.7
2020-09-01,50.4
2020-09-02,36.2
2020-09-03,32.5
2020-09-04,52.2
2020-09-05,35.3
2020-09-06,33.1
2020-09-07,37.1
2020-09-08,54.1
2020-09-09,87.5
2020-09-10,61.1
2020-09-11,59.5
2020-09-12,69.1
2020-09-13,47.3
2020-09-14,33
2020-09-15,39.3
2020-09-16,43.9
2020-09-17,34.2
2020-09-18,32.9
2020-09-19,32.6
2020-09-20,29.5
2020-09-21,27.4
2020-09-22,33
2020-09-23,32.1
2020-09-24,38
2020-09-25,44.2
2020-09-26,42.5
2020-09-27,32.7
2020-09-28,39.5
2020-09-29,55.5
2020-09-30,65.8
2020-10-01,143
2020-10-02,157
2020-10-03,140
2020-10-04,112
2020-10-05,94.7
2020-10-06,66.2
2020-10-07,62.2
2020-10-08,62.3
2020-10-09,69.1
2020-10-10,92.2
2020-10-11,63.9
2020-10-12,91.5
2020-10-13,285
2020-10-14,800
2020-10-15,633
2020-10-16,356
2020-10-17,226
2020-10-18,224
2020-10-19,226
2020-10-20,187
2020-10-21,164
2020-10-22,154
2020-10-23,151
2020-10-24,125
2020-10-25,82.6
2020-10-26,97.1
2020-10-27,95.4
2020-10-28,69.4
2020-10-29,68.5
2020-10-30,69.6
2020-10-31,85.8
2020-11-01,78.6
2020-11-02,111
2020-11-03,92.5
2020-11-04,106
2020-11-05,120
2020-11-06,111
2020-11-07,125
2020-11-08,81.1
2020-11-09,111
2020-11-10,102
2020-11-11,74.9
2020-11-12,86.3
2020-11-13,82.3
2020-11-14,73.1
2020-11-15,65.7
2020-11-16,50.5
2020-11-17,58.8
2020-11-18,63.5
2020-11-19,66.2
2020-11-20,53.4
2020-11-21,58.9
2020-11-22,42.6
2020-11-23,51.1
2020-11-24,42
2020-11-25,38.9
2020-11-26,36.5
2020-11-27,57.4
2020-11-28,62.7
2020-11-29,37.7
2020-11-30,46.7
2020-12-01,42.2
2020-12-02,32.4
2020-12-03,31.2
2020-12-04,44.3
2020-12-05,37.2
2020-12-06,34.1
2020-12-07,43.8
2020-12-08,46.2
2020-12-09,36.2
2020-12-10,33.6
2020-12-11,45.9
2020-12-12,50
2020-12-13,34.6
2020-12-14,33.2
2020-12-15,33.6
2020-12-16,32.7
2020-12-17,34.1
2020-12-18,34.1
2020-12-19,33.9
2020-12-20,30.8
2020-12-21,27.3
2020-12-22,31.5
2020-12-23,32.8
2020-12-24,35.4
2020-12-25,48.6
2020-12-26,76.4
2020-12-27,71.5
2020-12-28,52.3
2020-12-29,48.8
2020-12-30,54
2020-12-31,61.1
2021-01-01,52.6
2021-01-02,59.1
2021-01-03,59.4
2021-01-04,45.6
2021-01-05,48.7
2021-01-06,40.8
2021-01-07,58.8
2021-01-08,75.6
2021-01-09,55.2
2021-01-10,35.4
2021-01-11,43.7
2021-01-12,34.9
2021-01-13,33.9
2021-01-14,24
2021-01-15,43.7
2021-01-16,44.3
2021-01-17,35
2021-01-18,45.2
2021-01-19,32.6
2021-01-20,31.6
2021-01-21,43.1
2021-01-22,43.4
2021-01-23,54.7
2021-01-24,68.4
2021-01-25,96.5
2021-01-26,83.3
2021-01-27,98
2021-01-28,70.6
2021-01-29,66.4
2021-01-30,67.2
2021-01-31,51.9
2021-02-01,46.8
2021-02-02,39.5
2021-02-03,44.5
2021-02-04,60.6
2021-02-05,119
2021-02-06,99.1
2021-02-07,69.8
2021-02-08,73.2
2021-02-09,80.1
2021-02-10,84
2021-02-11,97.5
2021-02-12,88.4
2021-02-13,53
2021-02-14,39.9
2021-02-15,54.6
2021-02-16,62.3
2021-02-17,76.9
2021-02-18,87
2021-02-19,112
2021-02-20,130
2021-02-21,108
2021-02-22,126
2021-02-23,131
2021-02-24,124
2021-02-25,140
2021-02-26,159
2021-02-27,212
2021-02-28,208
2021-03-01,203
2021-03-02,157
2021-03-03,127
2021-03-04,93.3
2021-03-05,105
2021-03-06,103
2021-03-07,76.3
2021-03-08,121
2021-03-09,133
2021-03-10,124
2021-03-11,56
2021-03-12,89.2
